NtAcceptConnectPort,NtAccessCheck,NtAccessCheckAndAuditAlarm,NtAccessCheckByType,NtAddAtom,NtAdjustGroupsToken,NtAdjustPrivilegesToken,NtAlertThread,NtAllocateLocallyUniqueId,NtAllocateUuids,NtAllocateVirtualMemory,NtAlpcAcceptConnectPort,NtAlpcCreatePort,NtAlpcCreateResourceReserve,NtAlpcCreateSecurityContext,NtAlpcDeleteSectionView,NtAlpcSetInformation,NtApphelpCacheControl,NtAssignProcessToJobObject,NtCallbackReturn,NtCancelIoFile,NtCancelTimer,NtClearEvent,NtClose,NtCompareTokens,NtContinue,NtCreateDebugObject,NtCreateDirectoryObject,NtCreateEvent,NtCreateFile,NtCreateKey,NtCreateMailslotFile,NtCreateMutant,NtCreateNamedPipeFile,NtCreatePrivateNamespace,NtCreateSection,NtCreateSemaphore,NtCreateThreadEx,NtCreateTransaction,NtCreateUserProcess,NtDelayExecution,NtDeleteAtom,NtDeleteKey,NtDeleteValueKey,NtDeviceIoControlFile,NtDuplicateObject,NtDuplicateToken,NtEnumerateKey,NtEnumerateValueKey,NtFindAtom,NtFlushBuffersFile,NtFlushInstructionCache,NtFs,NtGetContextThread,NtGetNextThread,NtGetNlsSectionPtr,NtIsProcessInJob,NtLockFile,NtLockVirtualMemory,NtMapViewOfSection,NtNotifyChangeDirectoryFile,NtNotifyChangeKey,NtOpenDirectoryObject,NtOpenFile,NtOpenKey,NtOpenMutant,NtOpenProcess,NtOpenThread,NtPlugPlayControl,NtPowerInformation,NtPrivilegeCheck,NtPrivilegedServiceAuditAlarm,NtProtectVirtualMemory,NtQueryAttributesFile,NtQueryDebugFilterState,NtQueryDefaultLocale,NtQueryDirectoryFile,NtQueryEaFile,NtQueryFullAttributesFile,NtQueryInformationFile,NtQueryInformationJobObject,NtQueryInformationProcess,NtQueryInformationThread,NtQueryInformationToken,NtQueryMultipleValueKey,NtQueryPerformanceCounter,NtQuerySecurityAttributesToken,NtQuerySecurityObject,NtQuerySystemInformation,NtQueryTimerResolution,NtQueryVirtualMemory,NtQueryVolumeInformationFile,NtQueueApcThread,NtRaiseException,NtRaiseHardError,NtReadFile,NtReadVirtualMemory,NtReleaseMutant,NtReleaseSemaphore,NtRemoveIoCompletionEx,NtReplyPort,NtReplyWaitReceivePort,NtRequestPort,NtResetEvent,NtRollbackTransaction,NtSetContextThread,NtSetEvent,NtSetInformationFile,NtSetInformationObject,NtSetInformationProcess,NtSetSystemInformation,NtSetValueKey,NtSuspendThread,NtTestAlert,NtTraceEvent,NtWaitForSingleObject,NtWriteFile,NtYieldExecution,Digital Sign,PE32/PE64,BL Import,Import,Export,Resource,BL String,String,Label
1,1810,64,44,5,4,20,84,2,1,524,33,2,1,229,6,3,10,0,6454,0,22,206,7815,8,63,0,2,2659,482,53,0,47,1,1,113,25,67,0,2,90,0,14,0,2481,124,79,622,164,1265,57,22,406,0,2,0,0,1,0,224,0,2,17,337,2646,0,423,3384,0,433,1,0,214,153,93,20,322,0,154,432,0,2408,657,468,2,2567,0,0,1287,0,850,268,6,3,0,81,1941,437,16,4,30,64,42,1,0,0,6548,105,308,387,2,66,1,72,103,4795,225,28,0,0,43,161,0,119,0,1260,1
5,23466,3639,276,41,0,72,348,0,0,4200,136,111,8,524,10,23,65,2,11011,180,27,1527,98699,101,136,0,0,7137,6531,5522,0,174,8,0,2605,127,182,8,14,7863,0,138,27,8472,736,174,6939,1209,36,56,42,45932,0,0,0,0,145,26,15811,275,95,124,9699,53144,10,6543,274965,40,480,7,4,1692,2735,142,88,9927,0,536,9288,0,6486,4187,45672,30,2843,4,963,4715,2,10912,4485,34,5,0,82438,898,1798,684,16,17,50,66,0,0,0,45391,8800,698,856,1349,5415,0,268,1996,77835,21888,432,0,0,51,182,0,16,1,2469,1
1,1850,114,52,5,3,22,83,2,1,542,33,2,1,223,5,3,10,0,6414,0,22,242,8271,16,60,0,1,2545,605,77,0,67,1,1,144,50,63,0,2,127,0,14,0,2445,112,81,624,164,1255,57,22,411,0,2,0,0,1,0,256,0,2,17,384,2808,0,464,3702,258,436,1,0,266,177,93,16,332,0,154,502,0,2569,492,630,2,2579,16,0,1310,0,856,314,6,3,0,129,1417,897,16,4,30,64,40,1,0,0,6666,160,308,383,2,70,1,69,1227,4841,222,66,0,0,63,233,0,5,3,1225,1
1,1960,67,160,10,2,20,106,0,0,1611,48,5,1,382,5,6,6,1,3975,0,23,209,22286,10,79,0,0,3143,2362,132,0,67,0,0,188,47,81,0,3,1623,0,13,3,2961,176,100,1154,163,1255,61,1,456,0,0,0,0,0,0,362,0,20,23,1758,13411,9,2398,12253,4,523,1,0,411,1606,62,14,5263,0,134,2216,0,2444,2054,3279,4,2650,2,16,1354,0,1237,623,8,3,0,990,987,1145,29,6,30,64,53,1,0,0,8561,648,354,265,1,80,0,92,127,8285,312,34,0,0,2,7,0,3,1,429,1
1,1682,99,42,2,2,19,106,0,0,459,27,3,0,244,5,1,10,0,133,0,22,185,20189,14,49,0,0,2794,11857,83,0,29,0,0,127,45,52,0,0,78,0,14,5,14440,83,22,409,9,12,60,1,315,0,0,0,0,0,0,170,0,3,83,265,4085,0,674,26257,18,419,1,0,183,136,32,1,485,0,32,229,0,2261,273,790,0,22862,0,8,1244,0,723,11397,8,4,0,38,57,657,7,4,3,10,31,1,0,0,6514,80,375,234,1,77,0,58,107,4227,248,14,0,0,95,288,0,27,16,1824,1
0,1604,53,32,0,2,16,77,0,0,211,20,2,0,241,6,1,0,0,82,0,20,140,6637,8,57,0,0,2810,371,39,0,3,0,0,29,18,54,0,0,78,0,13,0,2598,67,15,470,0,12,56,0,685,0,0,0,0,0,0,44,0,2,11,167,1768,0,118,2580,0,431,0,0,62,11,0,0,201,0,0,466,0,1858,295,265,0,3,0,0,1219,0,753,340,6,3,0,69,1,287,7,4,0,2,42,1,0,0,6850,159,300,182,1,49,0,51,96,3913,298,15,0,0,3,6,0,9,0,966,1
1,1943,127,44,5,4,24,131,2,1,534,34,2,1,271,6,3,10,0,6061,0,24,278,9980,6,60,0,2,3344,637,71,0,150,1,1,170,26,62,0,2,91,0,16,3,3413,128,84,650,164,1217,71,22,407,0,2,0,0,1,0,280,0,2,17,444,3635,0,468,4095,54,408,1,0,219,213,93,20,428,0,154,486,0,2605,402,622,2,2482,0,0,1279,0,741,268,10,3,0,75,1829,1442,15,4,30,64,36,1,0,0,6794,98,394,602,2,111,1,67,106,5504,258,27,0,0,65,338,0,132,0,2703,1
2,1894,64,46,5,4,22,87,2,1,637,37,3,1,232,6,4,15,0,6275,0,23,445,10666,8,59,0,2,2996,819,53,0,247,1,1,167,29,61,0,3,90,0,14,0,2519,171,266,959,743,1241,64,22,551,0,2,0,0,1,0,377,0,3,21,384,3961,0,1195,3784,0,441,1,0,366,188,68,12,339,0,521,859,1,2811,843,673,2,2594,0,0,1325,0,870,684,6,3,0,135,4443,1070,55,8,33,72,36,1,0,0,6873,156,324,389,2,66,1,69,125,5228,236,29,0,0,61,138,2965,1,11,16012,1
1,1968,151,42,5,4,24,122,2,1,607,37,3,2,266,6,4,10,0,6031,0,24,278,10194,16,67,0,2,3311,654,103,0,155,0,1,184,34,69,0,2,91,0,16,3,3222,137,89,179,165,1191,66,22,417,0,2,0,0,1,0,301,0,4,24,459,3869,0,602,4288,54,413,2,0,247,226,93,21,432,0,154,529,1,2666,877,795,2,2454,0,0,1287,0,730,312,10,3,0,96,1626,1460,14,6,29,62,41,1,0,0,6798,124,428,617,2,119,1,78,115,5514,277,27,0,0,43,116,0,2,2,1598,1
0,1602,53,32,0,2,18,78,0,0,200,20,2,0,231,6,1,0,0,596,0,20,145,6126,8,57,0,0,2535,298,55,0,8,0,0,40,20,54,0,0,77,0,13,0,2535,68,20,506,2,22,57,0,291,0,0,0,0,0,0,58,0,2,12,121,1776,1,139,2519,0,443,0,0,74,25,0,1,122,0,0,165,0,1915,263,279,2,37,0,0,1237,0,788,36,6,3,0,36,0,290,7,6,0,2,41,1,0,0,6451,80,304,183,1,51,0,53,112,3889,275,16,0,0,30,112,0,0,0,572,1
1,1597,53,32,0,2,18,77,0,0,188,20,2,0,231,6,1,0,0,143,0,20,146,6075,8,48,0,0,2492,285,39,0,4,0,0,42,20,45,0,0,85,0,13,0,2481,61,21,727,2,12,56,0,274,0,0,0,0,0,0,80,0,2,12,127,1723,0,140,2480,0,445,0,0,107,19,0,1,121,0,0,161,0,1962,265,274,0,50,0,0,1239,0,764,33,6,3,0,36,1,275,7,6,3,12,33,1,0,0,6383,78,300,174,1,49,0,44,107,3823,210,24,0,0,54,179,0,0,0,912,1
2,1615,54,34,8,2,16,75,0,0,678,26,2,0,240,5,0,13,0,200,0,21,410,10627,8,51,0,0,2911,438,557,0,24,0,0,350,29,54,0,1,83,0,14,255,2711,94,33,410,20,18,156,6,364,0,0,0,0,0,0,9717,0,250,17,310,4069,2,1204,2966,2,431,2,0,1244,107,31,6,344,0,38,305,0,32501,4179,810,0,89,0,12,1529,0,905,73,6,7,0,100,117,356,27,6,6,18,36,1,0,0,7085,1769,675,30603,1,575,0,61,118,4111,2024,15,0,0,4,184,0,10,0,518,1
2,1790,136,53,8,2,20,84,0,0,375,25,2,0,299,5,1,10,0,257,0,21,215,8569,20,55,0,0,2882,472,85,0,51,0,0,145,60,53,0,1,115,0,14,4,2898,90,35,155,16,12,55,0,323,0,0,0,0,0,0,212,0,5,16,295,3350,1,423,3736,387,442,1,0,412,119,31,3,283,0,68,257,0,2315,281,764,0,153,24,14,1298,1,828,63,6,3,0,112,216,1027,8,6,6,18,39,1,0,0,6615,138,300,227,1,76,0,53,1236,3963,227,53,0,0,0,0,0,3,0,505,1
14,1720,62,57,16,2,27,93,0,0,1409,75,3,2,286,17,4,45,0,466,0,21,261,11261,8,77,0,0,3311,640,116,0,99,14,0,394,43,82,0,14,83,0,14,11,3398,219,144,196,560,24,61,0,359,0,0,0,0,0,0,774,0,23,60,714,4421,8,966,3579,0,444,1,0,957,395,90,35,1220,0,33,474,0,2945,869,1009,0,389,2,9,2163,0,1065,194,8,3,0,88,767,528,26,28,21,140,40,1,0,0,6587,124,358,405,1,85,0,116,231,4380,260,13,0,0,35,119,1,1,1,636,1
1,2471,257,161,5,4,30,132,2,1,854,37,4,1,505,6,3,10,0,6455,0,22,381,13495,58,74,0,2,3470,687,335,0,121,1,1,215,53,77,0,2,167,0,15,0,3345,150,92,625,167,1238,62,22,429,0,2,0,0,1,0,379,0,10,85,541,5451,0,813,8196,903,440,1,0,462,254,93,14,362,0,155,505,1,2699,579,1981,2,2655,56,0,1372,0,977,322,6,3,0,267,1545,2293,185,6,30,64,52,1,0,0,7218,292,328,405,2,86,1,84,1266,7688,236,103,0,0,64,226,0,82,3,10202,1
8,2380,70,197,156,0,23,246,5,2,2053,386,30,9,1036,25,20,22,1,6460,0,15,268,34157,13,37,0,0,11465,1956,620,0,105,0,0,775,104,110,0,5,251,36,1,32,13348,410,243,1322,553,342,63,52,1119,0,0,2,1,60,0,859,69,96,27,1874,15558,44,3513,18425,6,286,3,0,1935,1155,64,12,1868,0,49,1218,0,3114,801,4661,0,1645,6,310,1521,0,2240,191,8,0,0,1245,252,2303,39,14,15,246,21,0,0,0,3616,1257,368,847,48,153,0,196,258,33125,1639,113,1,0,84,247,0,31,1,2996,1
2,1953,59,160,22,2,53,94,0,0,522,29,3,0,373,6,0,2,0,4718,0,21,192,9046,8,62,0,0,2719,485,88,0,78,0,0,89,24,76,0,1,131,16,13,0,2662,111,92,321,221,1418,55,7,361,0,0,0,0,1,0,215,0,12,17,179,3102,3,544,6179,1,443,1,0,208,66,65,32,123,0,114,435,0,2204,1858,1283,0,2556,0,0,1257,0,811,304,6,3,0,105,696,621,25,7,33,74,45,1,0,0,6515,137,376,253,1,1052,0,92,124,5288,250,35,0,0,85,328,0,96,0,3047,1
0,1647,53,59,0,2,28,80,2,0,442,33,4,0,198,7,4,2,1,97,0,20,370,7264,15,59,0,0,2396,258,84,0,12,0,0,86,31,65,0,1,103,0,13,0,2252,102,36,135,3,12,49,0,308,0,0,0,0,0,0,130,0,4,13,208,2702,1,410,4096,0,429,2,0,214,82,0,6,128,0,0,170,0,2273,290,865,2,51,34,952,1258,0,792,40,6,3,0,22,62,285,6,4,0,2,38,1,0,0,6728,73,284,229,1,49,0,68,109,3863,199,16,1,0,67,113,0,19,0,5553,1
14,2223,280,103,16,2,36,134,0,0,1507,75,4,2,490,17,4,45,0,720,0,21,491,15546,84,80,0,0,4339,676,190,0,177,14,0,506,43,84,0,14,163,0,16,11,4267,236,153,202,560,24,66,0,358,0,0,0,0,0,0,886,0,23,60,906,6435,8,1159,6973,1032,435,1,0,1195,507,90,34,1260,0,33,472,0,3027,835,1764,0,484,66,9,2059,0,1064,200,10,3,0,90,730,2541,26,28,21,140,42,1,0,0,7451,120,382,419,1,106,0,118,261,4794,272,91,0,0,35,120,1,1,1,640,1
1,1692,54,33,0,1,18,77,0,0,387,25,3,0,240,4,0,4,0,403,0,24,604,9754,10,60,0,0,2975,680,50,0,193,0,0,69,22,53,0,0,467,0,13,0,2701,122,197,721,614,49,55,0,446,0,0,0,0,0,13,167,0,3,15,164,4179,1,929,3572,9,440,0,0,182,42,3,2,119,0,349,680,0,2234,830,458,0,1303,0,4,1460,0,822,540,12,3,1,43,1637,1132,45,6,4,12,36,0,0,0,7058,87,310,194,684,49,0,53,690,4346,209,16,0,0,32,81,1,1,0,1523,1
1,1779,64,44,5,4,20,85,2,1,496,33,2,1,192,6,3,10,0,6805,0,23,212,7505,8,66,0,2,2513,468,54,0,51,1,1,111,24,70,0,2,90,0,14,0,2323,126,80,656,164,1260,58,22,431,0,2,0,0,1,0,212,0,3,17,338,2411,0,425,3105,0,433,1,0,219,149,93,8,327,0,154,470,0,2306,611,469,4,2549,0,0,1283,0,897,307,6,3,0,76,880,455,16,4,30,64,44,1,0,0,6530,97,312,382,2,67,1,75,108,4768,290,28,0,0,5,10,0,0,0,907,1
1,1757,133,47,2,1,21,79,0,0,378,27,4,0,288,4,0,0,0,3563,0,25,403,8526,22,64,0,0,2802,437,83,0,38,0,0,86,44,54,0,0,468,0,13,0,2863,84,30,723,70,37,55,0,273,0,0,0,0,0,13,112,0,1,12,209,3740,1,302,5664,396,441,0,0,159,72,0,11,135,0,1,197,0,2192,283,565,0,1190,24,4,1439,0,787,43,18,3,0,88,36,1310,11,6,4,12,37,0,0,0,7061,138,310,194,603,56,0,54,1812,4161,209,55,0,0,17,45,0,27,8,769,1
0,1608,53,33,0,2,18,78,0,0,211,22,2,0,242,6,1,0,0,78,0,20,141,6353,8,50,0,0,2629,303,40,0,7,0,0,46,28,48,0,0,78,0,13,0,2637,62,22,901,0,12,55,0,279,0,0,0,0,0,0,88,0,4,15,137,1873,0,150,2591,0,421,0,0,128,33,0,2,114,0,1,171,0,1894,310,285,0,30,0,0,1233,0,795,43,6,3,0,38,89,282,5,6,0,2,35,1,0,0,6424,84,300,178,1,49,0,48,106,3846,210,14,0,0,48,117,0,0,0,541,1
2,2109,276,62,8,2,27,117,0,0,971,26,2,0,448,5,0,13,0,560,0,21,399,23741,92,51,0,0,3663,474,1016,0,103,0,0,659,29,52,0,1,166,0,17,9,3456,107,43,417,20,12,67,896,396,0,0,0,0,0,0,17101,0,4,19,501,5579,2,8270,6408,1034,431,2,0,5844,222,31,8,390,0,38,308,0,104277,385,1580,0,195,64,8,1806,0,944,81,10,7,0,97,95,2323,18,6,6,18,34,1,0,0,7697,2657,359,102285,1,982,0,59,150,4433,2764,96,0,0,2,42,0,5,0,69,1
1,1823,64,44,5,4,22,87,2,1,543,33,2,1,240,6,3,10,0,6285,0,24,208,8024,8,62,0,2,2818,465,53,0,50,1,1,114,26,65,0,2,89,0,14,0,2668,128,84,624,166,1261,63,22,400,0,2,0,0,1,0,203,0,2,18,337,2777,0,445,3476,0,443,1,0,212,150,62,17,324,0,155,358,1,2441,855,483,2,2584,0,0,1298,0,864,195,6,3,0,83,1648,439,14,6,30,64,40,1,0,0,6545,105,324,385,2,66,1,72,115,4838,233,28,0,0,3,27,0,1,0,421,1
14,1736,62,57,16,2,27,97,0,0,1411,75,3,2,298,17,4,45,0,462,0,21,264,11491,10,74,0,0,3457,642,116,0,99,14,0,395,43,80,0,14,85,0,14,11,3495,218,148,196,560,24,61,0,364,0,0,0,0,0,0,776,0,24,61,714,4503,8,975,3678,0,444,1,0,959,395,90,36,1222,0,33,476,0,2976,866,1013,0,391,2,9,2140,0,1040,196,8,3,0,99,768,530,25,30,21,140,37,1,0,0,6605,135,358,404,1,85,0,117,241,4390,260,14,0,0,35,119,1,1,1,636,1
1,2045,119,167,10,2,22,99,0,0,1518,50,5,1,412,5,6,6,1,4219,0,22,244,21857,18,92,0,0,3106,2474,137,0,83,0,0,202,71,91,0,3,1339,0,13,3,2905,173,96,1156,163,1256,61,1,430,0,0,0,0,0,0,357,0,16,22,1501,13654,9,2413,12872,262,461,1,0,419,1615,93,10,4075,0,133,2228,0,2522,2540,3415,4,2651,18,16,1318,0,1014,607,8,3,0,3790,968,1546,28,4,30,64,66,1,0,0,8722,705,350,271,1,83,0,97,1241,8158,310,64,0,0,2,7,0,3,1,429,1
1,1984,143,70,5,4,25,93,2,1,591,36,2,1,299,6,3,10,0,6419,0,23,263,9673,20,68,0,2,3036,665,86,0,81,1,1,164,53,71,0,2,126,0,14,0,2983,136,88,626,166,1257,63,22,418,0,2,0,0,1,0,279,0,2,18,412,3522,0,517,4552,387,443,1,0,333,199,62,17,339,0,155,472,1,2642,1068,748,2,2633,24,0,1330,0,856,285,6,3,0,153,1576,1183,16,6,30,64,46,1,0,0,6747,181,324,395,2,73,1,78,1244,4912,233,65,0,0,22,63,0,11,0,2202,1
14,1722,62,57,16,2,27,95,0,0,1404,75,3,2,286,17,4,45,0,465,0,21,263,11323,8,72,0,0,3356,639,116,0,102,14,0,395,43,77,0,14,85,0,14,11,3400,216,146,196,560,24,61,0,374,0,0,0,0,0,0,775,0,23,60,714,4443,8,977,3579,0,443,1,0,952,395,90,34,1222,0,34,481,0,2939,866,1016,0,386,2,9,2148,0,1034,200,8,3,0,97,776,539,31,29,21,140,35,1,0,0,6621,135,358,400,1,85,0,113,237,4410,260,14,0,0,35,119,1,1,1,636,1
0,1582,53,30,0,2,17,88,0,0,151,18,3,0,218,6,0,0,0,71,0,19,151,5857,6,51,0,0,2424,319,39,0,1,0,0,29,18,49,0,0,77,0,13,0,2728,59,15,135,0,10,53,0,263,0,0,0,0,0,0,47,0,1,11,125,1606,0,115,2371,0,417,0,0,66,7,0,0,107,0,0,160,0,1855,224,269,0,4,0,0,1218,0,644,32,6,3,0,20,0,280,4,4,0,2,37,1,0,0,6397,64,272,179,1,49,0,46,96,3838,194,13,0,0,12,35,0,2,0,4676,1
0,1755,133,45,0,2,20,94,0,0,215,22,3,0,284,6,1,0,0,202,0,21,217,7616,22,56,0,0,2846,486,78,0,27,0,0,60,44,53,0,0,114,0,13,0,3179,72,20,135,0,10,49,0,277,0,0,0,0,0,0,76,0,1,14,172,2429,0,212,3507,258,415,0,0,124,38,0,1,126,0,1,192,0,2055,336,517,0,29,16,0,1235,0,660,43,6,3,1,115,11,902,7,2,0,2,40,1,0,0,6722,169,264,187,1,57,0,51,1214,4048,189,48,0,0,16,361,0,22,0,2744,1
2,745,73,97,16,0,55,250,0,0,1674,113,13,3,487,15,14,41,1,190,0,18,275,19563,92,78,0,0,4561,668,636,0,90,6,0,1849,121,91,8,10,80,0,54,15,4097,264,114,657,93,12,55,2,969,0,0,0,0,0,0,696,1,56,80,704,8423,0,1663,7364,0,477,4,2,1140,482,142,71,973,0,411,1580,0,3013,1828,2304,20,391,2,527,3789,1,8380,164,4,4,0,171,528,443,67,10,6,22,46,0,0,0,6967,1499,561,415,4,326,0,119,88,8210,712,15,0,0,63,127,5,4,18,919,1
2,1514,25,34,8,0,7,73,2,0,218,9,3,0,321,5,0,12,0,123,0,10,149,6737,0,26,0,0,2483,294,32,0,14,0,0,223,10,20,0,1,52,0,0,0,2809,69,35,80,4,12,31,0,155,0,0,0,0,0,0,126,0,3,14,208,2093,0,214,3433,0,290,0,0,294,69,31,4,257,0,34,166,0,1928,187,569,0,88,0,0,1324,1,688,28,2,0,0,24,97,272,3,10,6,24,16,0,0,0,628,149,148,170,29,22,0,20,80,4213,91,12,0,0,41,106,4,3,0,802,1
3,2048,163,58,7,4,30,115,2,1,687,39,3,1,346,6,3,10,0,3215,0,24,314,10732,18,78,0,2,3398,774,93,0,99,1,1,173,56,79,0,3,117,0,15,1,3552,148,103,674,310,85,65,22,420,0,2,0,0,1,0,315,0,2,25,433,4172,1,605,7125,403,420,1,0,372,201,95,9,345,0,155,484,1,2692,826,823,2,136,24,0,1336,0,770,297,8,3,0,146,1454,1418,20,6,8,36,49,1,0,0,6859,173,324,409,2,88,1,87,1246,4990,224,52,0,0,32,78,0,3,0,558,1
0,2283,247,140,2,2,32,136,0,0,459,22,4,0,531,7,0,0,0,532,0,19,333,12388,58,61,0,0,3653,499,330,0,78,0,0,141,44,58,0,0,160,0,14,0,3872,90,31,242,1,21,61,0,279,0,0,0,0,0,0,170,0,9,77,371,4781,1,538,9579,903,424,0,0,302,119,0,0,148,0,0,194,0,2141,342,1757,0,102,56,0,1293,0,777,47,6,4,1,88,59,2155,176,4,0,8,46,1,0,0,7135,134,304,202,1,72,0,56,1248,6777,211,95,0,0,31,82,0,4,0,634,1
4,1126,99,123,23,0,65,324,1,0,3632,145,63,6,654,40,26,44,1,2263,2,25,443,28502,94,99,0,0,6658,1443,1025,0,126,7,0,2717,173,127,8,13,323,2,57,24,6036,351,152,1288,282,41,64,13,1180,0,0,1,0,14,0,10442,8,85,120,910,12633,2,11066,12475,2,404,7,2,1306,1398,173,4149,943,0,519,2198,0,13624,2709,3686,56,490,4,529,3890,0,8769,448,6,249,0,724,4732,571,94,14,19,62,59,0,0,0,7948,2716,555,607,7,472,0,177,129,9368,808,257,0,0,0,108,0,6,0,369,1
1,1779,62,44,5,4,19,84,0,1,523,32,2,1,181,6,3,10,0,6237,0,22,198,7194,6,63,0,2,2414,519,53,0,45,1,1,133,24,67,0,2,92,0,14,0,2531,122,78,622,140,1237,63,22,403,0,2,0,0,1,0,227,0,2,17,337,2199,0,413,2984,0,411,1,0,214,149,93,20,322,0,154,512,0,2366,411,458,2,2525,0,0,1275,0,718,328,6,3,0,73,1726,444,13,4,30,64,42,1,0,0,6480,97,304,386,2,66,1,72,101,4722,223,27,0,0,89,370,0,48,2,3606,1
1,759,36,137,6,1,36,168,2,0,1222,128,15,3,554,13,12,15,1,574,0,22,207,17479,79,68,0,0,5113,720,568,0,56,0,0,1052,69,79,8,4,91,0,8,8,4852,185,93,684,123,24,52,0,809,0,0,0,0,0,0,378,19,47,23,550,7869,10,1301,7487,0,472,2,1,553,456212,111,22,688,0,128,1152,0,2011,1366,2127,12,268,2,89,3294,1,6167,94,8,3,0,420,212,449,71,6,3,12,37,1,0,0,7129,1138,564,320,6,179,0,100,136,6237,689,14,0,0,105,438,0,29,1,6981,1
9,1790,59,100,63,2,21,100,6,1,1742,55,5,0,268,14,7,67,0,16820,0,20,304,21410,23,67,0,0,3723,1471,282,0,183,1,0,542,52,89,0,11,142,6,21,1,3011,270,166,1533,406,7384,62,28,1249,0,0,0,0,54,0,909,9,4,53,4144,10087,2,3258,8727,14,441,2,0,971,744,98,36,4200,0,128,1193,0,3577,1622,3529,0,489,0,68,1539,0,1889,374,6,29,0,467,5727,609,102,36,23,126,39,1,0,0,7449,440,380,571,1,222,0,128,362,4624,323,58,0,0,1,2,0,4,0,469,1
0,1855,157,60,8,1,23,105,0,0,453,29,4,1,348,5,1,0,0,561,0,23,17829,9744,20,57,0,0,3236,556,92,0,65,0,0,102,46,59,0,0,23616,0,14,1,3592,83,28,733,68,82,57,0,265,0,0,0,0,0,13,129,0,1,11,229,4430,1,338,6291,413,420,0,0,200,106,0,0,138,0,0,196,0,2293,351,654,0,108318,24,8,18906,1,819,40,14,3,0,143,85,20456,12,4,1,4,35,0,0,0,41810,195,311,280,2116,72,0,65,1794,26334,198,49,0,0,5,9,0,4,0,5842,1
2,1626,54,31,2,2,23,104,0,0,213,21,3,0,253,7,0,0,0,327,0,19,191,6866,6,53,0,0,2859,360,48,0,12,0,0,48,18,49,0,0,85,0,13,0,3197,71,34,167,76,31,55,0,272,0,0,0,0,0,0,93,0,1,14,179,2034,1,223,4820,0,417,0,0,123,31,2,2,112,0,0,174,0,1939,492,327,0,18,0,0,1235,0,800,46,6,3,1,20,222,328,7,6,3,20,35,1,0,0,6478,66,280,189,1,52,0,48,107,3925,199,20,0,1,8,14,0,19,2,78451,1
0,1700,129,57,0,0,9,66,2,0,1598,19,3,1,380,3,3,0,0,247,0,11,190,13080,22,33,0,0,7835,278,81,0,41,0,0,78,11,37,0,0,82,0,0,0,4816,80,23,84,4,12,25,0,77,0,0,0,0,0,0,89,0,5,15,183,3559,0,322,19336,384,276,2,0,202,80,0,1,32,0,1,16,0,1780,249,1055,0,84,26,0,1308,0,777,17,2,0,0,14,88,999,4,4,0,4,20,0,0,0,3791,20,200,171,31,22,0,45,61,10401,111,43,0,0,6,11,0,0,0,83,1
1,1808,52,44,7,4,24,87,2,1,608,35,3,1,242,6,3,10,0,3637,0,22,216,9663,0,63,0,2,2828,1120,46,0,86,1,1,728,36,66,0,2,81,0,14,0,2806,127,87,1600,234,71,63,22,388,0,2,0,0,1,0,850,0,2,15,375,4710,1,473,5582,0,433,1,0,260,1470,62,23,430,0,154,406,1,3146,507,496,2,107,0,0,1299,0,5859,236,6,3,0,80,1702,1198,19,4,5,1414,41,1,0,0,6602,97,316,393,2,64,1,73,104,5609,229,17,0,0,14,60,0,3,1,656,1
1,1827,64,44,5,4,22,89,2,1,501,33,2,1,239,6,3,10,0,6738,0,23,214,8128,8,67,0,2,2801,524,54,0,54,1,1,114,25,70,0,2,92,0,14,0,2609,129,83,656,164,1263,64,22,443,0,2,0,0,1,0,215,0,3,17,338,2751,0,442,3490,0,443,1,0,219,152,93,8,329,0,155,477,1,2333,625,471,4,2575,0,0,1294,0,869,315,6,3,0,94,890,464,16,4,30,64,44,1,0,0,6556,114,328,382,2,67,1,75,110,4831,297,31,0,0,3,12,0,0,0,810,1
2,1205,158,160,27,0,63,408,0,0,2379,145,23,7,659,17,19,33,1,7959,0,52,660,29169,117,132,0,0,6403,1012,1097,0,223,6,0,1941,172,144,8,10,704,0,55,25,6013,358,180,2583,473,35,98,22,1053,0,0,0,0,0,26,842,4,132,83,995,15903,6,2258,11899,78,462,6,3,1215,683,142,72,967,0,401,1686,0,3493,3371,4221,20,1848,2,575,4031,1,8918,185,24,5,0,300,616,2446,198,10,7,22,64,0,0,0,7998,1620,677,769,34,404,0,181,1582,12845,814,19,1,0,61,141,0,14,0,6606,1
0,1752,132,54,0,2,19,78,0,0,297,23,2,0,281,5,1,0,0,198,0,20,191,86083,18,53,0,0,13651,12862,72,0,37,0,0,84,46,50,0,0,3585,0,13,0,2752,75,22,472,2,12,50,0,33144,0,0,0,0,0,0,116,0,1,12,26029,3064,0,301,3855,387,417,0,0,178,3630,0,6,19009,0,1,2934,0,2090,13699,629,0,57,24,0,1251,0,673,11736,6,3,0,159687,34,1240,6,4,0,2,38,1,0,0,47835,11833,286,186,1,56,0,49,1224,17798,147057,2886,0,0,15,72,0,2,0,195,1
