NtAcceptConnectPort,NtAccessCheck,NtAccessCheckAndAuditAlarm,NtAccessCheckByType,NtAddAtom,NtAdjustGroupsToken,NtAdjustPrivilegesToken,NtAlertThread,NtAllocateLocallyUniqueId,NtAllocateUuids,NtAllocateVirtualMemory,NtAlpcAcceptConnectPort,NtAlpcCreatePort,NtAlpcCreateResourceReserve,NtAlpcCreateSecurityContext,NtAlpcDeleteSectionView,NtAlpcSetInformation,NtApphelpCacheControl,NtAssignProcessToJobObject,NtCallbackReturn,NtCancelIoFile,NtCancelTimer,NtClearEvent,NtClose,NtCompareTokens,NtContinue,NtCreateDebugObject,NtCreateDirectoryObject,NtCreateEvent,NtCreateFile,NtCreateKey,NtCreateMailslotFile,NtCreateMutant,NtCreateNamedPipeFile,NtCreatePrivateNamespace,NtCreateSection,NtCreateSemaphore,NtCreateThreadEx,NtCreateTransaction,NtCreateUserProcess,NtDelayExecution,NtDeleteAtom,NtDeleteKey,NtDeleteValueKey,NtDeviceIoControlFile,NtDuplicateObject,NtDuplicateToken,NtEnumerateKey,NtEnumerateValueKey,NtFindAtom,NtFlushBuffersFile,NtFlushInstructionCache,NtFs,NtGetContextThread,NtGetNextThread,NtGetNlsSectionPtr,NtIsProcessInJob,NtLockFile,NtLockVirtualMemory,NtMapViewOfSection,NtNotifyChangeDirectoryFile,NtNotifyChangeKey,NtOpenDirectoryObject,NtOpenFile,NtOpenKey,NtOpenMutant,NtOpenProcess,NtOpenThread,NtPlugPlayControl,NtPowerInformation,NtPrivilegeCheck,NtPrivilegedServiceAuditAlarm,NtProtectVirtualMemory,NtQueryAttributesFile,NtQueryDebugFilterState,NtQueryDefaultLocale,NtQueryDirectoryFile,NtQueryEaFile,NtQueryFullAttributesFile,NtQueryInformationFile,NtQueryInformationJobObject,NtQueryInformationProcess,NtQueryInformationThread,NtQueryInformationToken,NtQueryMultipleValueKey,NtQueryPerformanceCounter,NtQuerySecurityAttributesToken,NtQuerySecurityObject,NtQuerySystemInformation,NtQueryTimerResolution,NtQueryVirtualMemory,NtQueryVolumeInformationFile,NtQueueApcThread,NtRaiseException,NtRaiseHardError,NtReadFile,NtReadVirtualMemory,NtReleaseMutant,NtReleaseSemaphore,NtRemoveIoCompletionEx,NtReplyPort,NtReplyWaitReceivePort,NtRequestPort,NtResetEvent,NtRollbackTransaction,NtSetContextThread,NtSetEvent,NtSetInformationFile,NtSetInformationObject,NtSetInformationProcess,NtSetSystemInformation,NtSetValueKey,NtSuspendThread,NtTestAlert,NtTraceEvent,NtWaitForSingleObject,NtWriteFile,NtYieldExecution,Digital Sign,PE32/PE64,BL Import,Import,Export,Resource,BL String,String,Label
1,1780,64,44,5,4,20,92,2,1,498,34,2,1,192,6,3,10,0,6713,0,22,214,7580,8,65,0,2,2565,480,54,0,54,1,1,113,24,69,0,2,93,0,14,0,2603,127,83,656,164,1267,62,22,418,0,2,0,0,1,0,201,0,3,17,338,2447,0,438,3109,0,429,1,0,218,152,93,8,329,0,155,404,0,2313,448,484,4,2561,0,0,1285,0,867,241,6,3,0,87,837,459,18,4,30,64,43,1,0,0,6526,108,320,381,2,67,1,74,108,4823,294,29,0,0,4,11,0,0,0,621,1
0,1770,132,54,0,2,19,83,0,0,270,24,2,0,301,6,1,0,0,701,0,20,203,7917,20,66,0,0,2874,440,88,0,41,0,0,84,46,63,0,0,110,0,13,0,2837,81,26,508,2,22,57,0,295,0,0,0,0,0,0,122,0,2,13,191,2608,1,218,3677,387,440,0,0,205,64,0,2,143,0,1,197,0,2128,295,543,2,82,24,0,1271,0,804,45,6,3,0,94,10,1018,8,6,0,2,50,1,0,0,6655,144,304,195,1,58,0,62,1240,3939,275,48,0,0,64,153,0,0,0,1164,1
0,2281,255,157,2,2,28,124,0,0,596,34,4,2,513,6,4,0,0,382,0,19,314,12547,58,59,0,0,3425,476,343,0,88,0,0,172,55,65,0,0,158,0,14,11,3294,101,37,157,8,12,61,0,284,0,0,0,0,0,0,281,0,16,78,424,5157,8,696,7634,903,438,1,0,350,186,31,1,167,0,33,205,0,2234,320,2069,0,177,58,9,1606,0,913,59,8,3,0,105,64,2168,175,6,0,2,43,1,0,0,7104,149,356,216,1,89,0,72,1272,6804,236,94,0,0,35,120,1,1,1,640,1
0,1532,43,36,0,0,9,81,2,0,113,10,3,0,309,4,1,0,0,132,0,10,137,6388,8,27,0,0,2694,254,66,0,10,0,0,12,5,21,0,0,59,0,0,0,3051,54,22,156,0,12,31,0,98,0,0,0,0,0,0,22,0,3,12,180,2039,0,202,3569,0,290,1,0,69,10,0,1,20,0,1,15,0,1757,492,641,0,43,0,0,1289,0,809,14,2,0,0,21,100,276,3,6,0,4,17,0,0,0,629,24,148,145,29,23,0,19,59,4082,89,18,0,0,9,18,0,18,0,9069,1
0,1606,53,32,0,2,16,78,0,0,250,21,3,0,242,6,1,0,0,78,0,20,141,6810,8,57,0,0,2857,395,40,0,7,0,0,38,20,54,0,0,78,0,13,0,2610,66,21,470,0,12,49,0,741,0,0,0,0,0,0,72,0,2,15,177,1838,0,144,2588,0,428,0,0,105,23,0,2,215,0,1,521,0,1918,288,275,0,17,0,0,1239,0,660,394,6,3,0,148,11,286,6,6,0,2,42,1,0,0,6896,194,261,183,1,49,0,53,106,3900,340,14,0,0,72,125,0,9,0,613,1
1,1773,64,44,5,4,20,84,2,1,547,33,2,1,192,6,3,10,0,6478,0,23,200,7413,8,65,0,2,2521,450,53,0,45,1,1,108,24,69,0,2,94,0,14,0,2398,120,78,622,164,1256,57,22,394,0,2,0,0,1,0,236,0,2,17,337,2398,0,418,3088,0,422,1,0,216,146,93,8,322,0,154,430,0,2375,409,470,2,2558,0,0,1301,0,724,267,6,3,0,73,1627,423,16,4,30,64,44,1,0,0,6486,97,308,381,2,66,1,74,103,4751,225,29,0,0,99,206,0,0,3,5965,1
1,1854,138,91,43,1,24,94,1,0,61912,35,5,0,285,5,4,18,0,8271,2,23,482,17459,47,57,0,0,3043,986,114,0,111,0,0,217,57,56,0,1,432,9,17,1,3099,191,44,1263,137,138,69,6,476,0,0,0,0,9,13,324,6,1,13,1951,8641,1,1678,13252,398,418,0,0,269,898,125,14,2102,0,195,471,0,2982,838,2231,0,1157,24,110,1414,0,1165,281,12,336,0,221,251,1388,62,8,6,18,28,0,0,0,8586,247,369,350,341,121,0,60,1825,4824,266,123,0,0,3,30,0,8,0,119,1
0,1597,53,31,0,2,16,86,0,0,320,22,3,0,234,6,0,2,0,207,0,20,145,6364,8,54,0,0,2619,357,53,0,9,0,0,50,21,58,0,1,137,0,13,0,2925,74,22,137,2,12,55,4,270,0,0,0,0,0,0,126,0,3,15,141,1849,1,158,2514,0,419,0,0,155,29,0,6,111,0,0,171,0,1909,858,297,0,27,2,0,1241,0,647,41,6,3,0,32,69,298,9,6,0,2,40,1,0,0,6391,77,302,198,1,59,0,63,106,3921,207,56,0,0,0,0,0,5,0,115,1
0,1599,53,30,0,2,16,78,0,0,179,19,2,0,227,6,0,0,0,555,0,20,148,5984,8,57,0,0,2514,277,40,0,10,0,0,35,18,54,0,0,75,0,13,0,2481,65,17,169,0,18,56,0,287,0,0,0,0,0,0,56,0,2,14,123,1686,0,127,2448,0,431,0,0,73,8,0,1,111,0,1,164,0,1876,442,251,2,5,0,0,1230,0,809,41,6,4,1,41,10,295,10,2,0,2,41,1,0,0,6398,83,304,182,1,50,0,52,91,3818,273,13,0,0,4,11,0,0,6,3508,1
1,1760,132,50,4,2,19,81,0,0,288,22,2,0,300,7,0,10,0,258,0,21,209,8131,18,51,0,0,2861,470,78,0,44,0,0,120,48,48,0,0,115,0,14,0,2994,84,33,139,3,12,55,0,283,0,0,0,0,0,0,169,0,2,15,260,2676,0,251,3596,387,440,0,0,305,89,0,2,280,0,32,244,0,2220,275,553,0,101,24,0,1282,1,795,53,6,4,1,84,97,1027,7,9,3,14,36,1,0,0,6660,134,300,204,1,72,0,47,1246,4003,211,53,0,0,73,118,4,15,0,1812,1
1,1819,39,76,21,0,20,131,2,0,1682,109,56,3,555,49,6,0,0,860,0,11,187,16604,6,29,0,0,6157,913,258,0,41,0,0,139,148,65,0,0,127,0,1,14,9098,126,96,373,186,209,43,0,565,0,0,1,0,4,0,233,24,30,9,385,6953,14,1643,7422,2,295,1,0,331,315,0,59,761,0,7,246,0,2145,598,2124,0,494,2,95,1342,1,1132,56,4,2,0,257,83,2707,3,4,3,12,18,0,0,0,1637,366,262,286,49,65,2,106,71,8330,1871,45,1,0,14,170,0,15,0,595,1
0,547,26,94,2,1,34,115,2,0,1083,48,6,0,411,7,7,21,1,571,0,21,210,81317,77,67,0,0,3362,524,368,0,34,0,0,1032,24,73,8,4,437,0,9,1,3512,163,48,1086,1664,24,52,0,625,0,0,8,0,1,0,348,4,15,23,29791,7125,0,1009,6646,0,470,1,1,451,228,112,28,84410,0,81,1192,0,3470,1454,1618,10,177,0,865,4030,0,5959,93,6,7,0,149,354,343,81,6,0,4,38,1,0,0,7110,1137,515,296,7,181,0,88,112,5630,612,19,0,0,2,21,0,1,0,12237,1
2,1600,53,30,2,2,20,77,0,0,227,20,3,0,229,7,0,0,0,356,0,20,151,6234,8,49,0,0,2562,277,39,0,8,0,0,50,20,45,0,0,82,0,13,0,2501,65,28,169,78,21,55,0,268,0,0,0,0,0,0,102,0,2,16,149,1836,1,190,4553,0,445,0,0,131,23,2,3,110,0,0,163,0,2059,262,283,0,56,0,0,1248,0,796,36,6,3,0,46,8,302,9,6,3,88,31,1,0,0,6382,91,300,182,1,49,0,45,107,3826,207,21,1,0,48,96,0,2,0,1697,1
2,1638,35,90,46,0,15,82,3,0,598,21,6,1,363,4,5,18,0,1359,2,14,320,15442,3,59,0,0,3121,856,77,0,68,0,0,214,13,52,0,1,369,9,3,1,3358,173,42,1250,123,56,46,9,267,0,0,0,0,9,13,254,7,1,11,2016,6907,2,1393,9836,12,289,0,0,227,901,63,15,2075,0,92,342,0,2616,872,2126,0,863,0,122,1467,0,1024,261,18,344,0,157,106,690,57,10,7,24,30,0,0,0,2472,184,229,341,487,32,0,57,880,5411,159,80,0,0,3,30,0,8,0,119,1
1,1807,62,44,5,3,22,84,2,1,496,30,2,1,239,5,3,10,0,6180,0,22,201,7982,6,59,0,1,2779,526,53,0,50,1,1,116,25,61,0,2,89,0,14,0,2608,122,81,622,164,1244,63,23,426,0,2,0,0,1,0,224,0,3,17,337,2733,0,438,3457,0,444,1,0,208,153,93,16,324,0,155,479,0,2381,676,473,2,2551,0,0,1294,0,842,316,6,4,0,84,1331,421,16,6,30,64,38,1,0,0,6603,106,324,381,2,66,1,67,113,4890,230,28,0,0,8,48,0,2,0,413,1
3,1970,137,112,18,1,24,91,0,0,1598,60,8,0,335,8,11,33,1,6631,0,27,704,22732,30,110,0,0,3595,2074,292,0,310,0,0,364,74,112,0,7,11214,1,17,0,3177,275,233,1514,615,1152,63,6,686,0,0,0,0,0,13,2525,4,7,32,2581,12153,1,3008,12046,398,488,0,0,717,303,62,175,3730,0,371,1357,0,3348,1816,3067,4,1421,24,72,1634,0,1934,1583,18,3,0,632,2022,2041,111,24,9,30,65,0,0,0,9651,800,375,409,707,300,0,134,1918,29343,356,62,0,0,4,13,0,12,0,3285,1
0,1749,132,47,2,2,24,84,0,0,240,23,3,0,287,7,0,0,0,466,0,20,200,7580,20,58,0,0,2738,414,73,0,38,0,0,79,52,57,0,0,117,0,13,0,2763,81,23,169,68,31,55,0,268,0,0,0,0,0,0,109,0,2,11,208,2482,1,224,5615,387,442,1,0,173,55,0,0,125,0,0,189,0,2147,1857,529,0,71,24,0,1256,0,813,37,6,3,0,155,146,1047,11,4,0,22,43,1,0,0,6622,206,300,196,1,56,0,58,1227,3945,207,55,0,0,77,157,0,2,0,10913,1
1,2105,153,152,10,2,21,108,0,0,610,40,3,2,450,5,3,7,0,4168,0,22,249,17250,20,65,0,0,3582,1128,446,0,77,0,0,145,61,73,0,2,4247,0,13,6,5791,143,101,651,158,1263,75,1,610,0,0,0,0,0,0,276,0,23,22,1998,5248,17,726,7212,389,436,2,0,365,207,93,9,6401,0,115,521,0,2356,983,1611,0,2658,26,6,1306,0,825,345,10,3,0,829,959,2023,19,8,30,64,46,1,0,0,7056,188,408,250,1,282,0,89,1258,9245,1213,74,0,0,3,7,0,3,1,603,1
0,1616,57,30,0,2,16,77,0,0,176,22,1,0,227,5,0,0,0,118,0,23,140,6136,8,35,0,0,2508,297,40,0,16,0,0,47,18,36,0,0,78,0,13,0,2518,54,14,135,0,18,49,2,322,0,0,0,0,0,0,69,0,1,11,138,1794,0,137,2448,1,429,0,0,80,52,0,0,126,0,0,163,0,77736,76090,280,0,16,0,0,1224,1,843,32,6,75806,0,70,77,378,2,2,0,2,20,1,0,0,6436,116,284,234,1,49,0,37,215,54754,199,14,0,0,3,66,0,13,2,619,1
4,1952,157,58,11,2,22,105,1,0,1806,42,37,1,298,24,5,10,0,1786,0,22,348,12490,28,73,0,0,3039,1017,178,0,73,0,0,808,61,76,0,2,331,1,15,0,2807,126,52,655,76,36,63,7,406,0,0,1,0,14,0,8750,5,3,24,340,5559,1,8564,7497,389,437,3,0,386,783,62,6,250,0,74,774,0,11469,1080,1368,28,128,24,2,1516,0,875,299,6,215,0,631,3356,1058,16,12,19,60,52,1,0,0,7328,1292,356,316,1,102,0,85,1276,4174,289,268,0,0,93,426,0,19,2,4105,1
1,1818,64,44,5,4,21,97,2,1,511,34,2,1,228,6,3,10,0,6858,0,22,231,7991,8,66,0,2,2725,513,54,0,54,1,1,118,25,69,0,2,95,0,14,0,2537,124,84,656,164,1263,63,22,443,0,2,0,0,1,0,225,0,4,18,343,2705,0,452,3427,0,429,1,0,232,156,93,9,329,0,155,477,1,2332,618,488,4,2568,0,0,1295,0,873,316,6,3,0,95,888,465,17,4,30,64,43,1,0,0,6589,117,328,384,2,67,1,76,109,4824,297,30,0,0,5,11,0,0,6,3573,1
2,1863,64,33,9,4,20,82,2,1,691,32,2,1,194,6,1,20,0,6379,0,22,503,11515,8,59,0,2,2876,959,53,0,296,0,1,182,28,64,0,3,93,0,14,0,2360,191,308,170,879,1269,49,22,606,0,2,0,0,1,0,455,0,3,22,420,4736,0,1761,3435,0,426,1,0,395,206,161,8,487,0,668,1095,1,2881,849,1036,2,2636,0,0,1318,0,755,902,6,3,0,90,5454,1227,67,8,33,72,39,1,0,0,6960,103,284,431,2,65,1,74,122,5297,207,28,0,0,5,12,1,0,0,33,1
1,1973,143,64,7,4,27,91,2,1,639,37,3,1,287,6,3,10,0,3382,0,23,267,9550,20,66,0,2,2936,686,86,0,84,1,1,162,54,69,0,2,121,0,14,0,2910,136,91,662,302,73,63,22,421,0,2,0,0,1,0,300,0,2,18,422,3520,1,547,6559,387,442,1,0,324,187,95,17,343,0,154,512,1,2648,709,764,2,144,24,0,1316,0,864,321,6,3,0,151,1689,1201,22,4,5,24,42,1,0,0,6803,179,324,391,2,73,1,76,1233,4979,233,59,0,0,65,153,0,4,1,749,1
8,1742,44,153,55,2,124,83,0,0,1273,40,3,0,248,11,3,53,1,8237,1,21,238,14104,2,52,0,0,2824,856,64,0,71,0,0,478,58,67,0,8,2575,7,15,9,2861,185,102,1431,175,32,61,543,473,0,0,0,2,0,0,704,0,7,38,739,7726,1,2844,4658,4,423,1,0,1697,453,127,33,1057,0,76,1536,1,2840,668,3245,0,1760,0,12,1387,0,1061,166,6,4,0,1997,428,441,20,22,18,170,34,1,0,0,6583,2476,372,636,1,84,0,98,211,4166,266,2512,0,0,3,64,0,5,0,1468,1
0,1644,67,32,0,2,18,76,0,0,306,20,2,0,242,5,1,0,0,100,0,20,141,103508,14,47,0,0,16182,15413,55,0,9,0,0,42,20,43,0,0,4218,0,13,0,2587,66,19,472,2,12,56,0,40932,0,0,0,0,0,0,73,0,4,15,31362,3741,0,474,3966,0,444,0,0,91,4483,0,3,22456,0,1,3579,0,1918,14850,611,0,25,0,0,1237,0,788,14422,6,3,0,196468,34,525,7,4,0,2,31,1,0,0,57556,14432,302,176,1,55,0,43,97,21244,181085,3269,0,0,15,72,0,2,0,192,1
1,1604,53,30,2,2,18,76,0,0,199,18,2,0,240,6,0,0,0,234,0,20,146,6434,6,50,0,0,2629,301,39,0,8,0,0,47,19,47,0,0,75,0,13,0,2590,73,24,139,2,16,55,0,276,0,0,0,0,0,0,82,0,2,12,139,2031,0,149,2531,0,443,0,0,101,42,31,1,106,0,89,178,0,1946,474,263,0,43,0,0,1231,0,763,51,6,3,0,52,46,284,7,6,3,12,35,1,0,0,6395,78,300,175,1,49,0,46,107,3825,207,14,0,0,33,81,0,4,0,565,1
5,1799,95,63,10,2,32,96,2,0,936,42,9,0,292,14,4,27,1,468,0,22,456,11860,13,62,0,0,2983,683,98,0,61,0,0,370,51,68,0,5,94,2,16,8,3024,146,83,323,100,26,61,6,351,0,0,0,0,0,0,529,1,3,29,393,5765,1,1356,6995,2,426,2,0,500,302,95,12,660,0,79,329,0,3784,626,2077,2,181,34,962,1387,0,1321,99,6,24,0,90,359,397,22,14,9,2688,36,1,0,0,6963,134,336,372,1,104,0,82,161,4155,229,24,0,0,2,16,0,7,0,1175,1
3,2001,147,73,5,4,24,96,2,1,766,46,3,1,296,7,6,21,0,6252,0,25,293,12584,23,70,0,2,3032,758,126,0,150,1,1,241,56,78,0,4,135,0,16,0,2841,168,108,1695,170,1251,63,22,476,0,2,0,0,1,0,398,2,2,23,549,6873,1,861,6061,397,440,1,0,454,327,63,33,384,0,163,616,1,2939,567,1187,2,2684,24,30,1375,1,1083,344,6,3,0,177,1563,1555,38,12,36,82,43,1,0,0,7252,210,347,526,2,108,1,92,1407,5568,247,71,0,0,39,142,0,25,0,1747,1
7,1681,51,48,24,1,25,118,0,0,710,45,5,4,278,7,5,8,0,7478,0,24,265,11086,4,75,0,0,3063,497,260,0,43,0,0,227,34,75,0,2,189,3,13,1,3141,136,70,1741,299,54,54,20,321,0,0,0,0,0,13,353,1,39,15,406,6241,2,705,4388,16,442,1,1,391,211,93,8,200,0,62,276,0,2364,1280,847,2,593,0,4,1407,1,1263,84,10,4,0,510,221,735,14,14,12,50,44,0,0,0,6646,269,306,378,73,61,0,81,915,6802,218,25,0,0,0,1,0,2,0,1355,1
6,772,90,72,18,0,24,128,1,0,2545,43,48,1,437,29,8,22,0,2317,2,18,346,18515,99,71,0,0,3701,1169,497,0,139,0,0,1714,27,72,8,4,320,2,51,3,3457,177,81,1032,80,43,62,10,654,0,0,1,0,14,0,10409,6,7,34,596,9468,2,10577,8757,40,380,8,0,457,1009,142,4061,892,0,100,1635,0,12915,2317,2470,36,177,0,495,3609,0,7924,366,4,252,0,592,4000,1146,55,18,25,78,41,0,0,0,7600,2092,663,555,7,338,0,84,138,5739,641,267,0,0,0,108,0,6,0,369,1
0,2064,214,92,0,2,24,121,0,0,284,20,1,0,395,5,1,0,0,223,0,21,305,9682,52,41,0,0,3101,365,197,0,54,0,0,90,19,37,0,0,116,0,15,1,3292,72,21,150,0,8,57,0,322,0,0,0,0,0,0,105,0,5,47,230,3525,0,340,5534,409,399,0,0,180,64,0,0,132,0,0,158,0,1881,1107,1178,0,63,40,0,1244,0,818,39,10,3,0,27,37,1687,87,2,0,2,22,1,0,0,7003,67,306,176,1,76,0,34,108,5452,202,50,0,0,6,9,0,13,0,603,1
9,2168,244,260,159,1,41,298,5,2,2907,459,50,12,1417,44,28,24,1,5215,0,5,1024,52575,123,38,0,1,16265,3718,909,0,740,0,1,1314,172,132,0,6,326,37,42,35,17052,593,799,1212,681,516,10,52,2706,0,0,2,1,60,0,1111,84,124,39,2126,22917,43,6002,25690,774,182,9,0,2204,1370,64,13,2227,0,754,2652,0,2678,2159,6491,2,1787,54,874,812,0,2756,1272,8,1,0,2281,7176,5554,203,16,18,254,14,0,0,0,6771,2733,4,816,9,303,0,237,290,12233,1642,181,1,0,84,247,0,31,1,2996,1
0,1714,93,33,0,2,19,114,0,0,187,22,3,0,287,6,1,0,0,579,0,22,202,7310,14,55,0,0,3051,396,77,0,21,0,0,34,20,51,0,0,81,0,14,1,3310,66,17,183,0,20,61,0,298,0,0,0,0,0,0,49,0,4,16,122,2374,0,208,3234,16,415,0,0,71,7,0,0,117,0,1,164,0,1859,279,394,2,6,0,0,1214,0,689,42,8,3,0,36,4,517,9,2,0,2,37,1,0,0,6557,83,347,185,1,73,0,49,94,4008,292,16,0,0,4,10,0,0,0,614,1
0,1602,53,30,0,2,16,76,0,0,145,18,2,0,238,5,0,0,0,81,0,20,140,6068,8,53,0,0,2583,275,39,0,3,0,0,27,18,50,0,0,79,0,13,0,2588,60,13,135,0,12,49,0,268,0,0,0,0,0,0,42,0,2,11,116,1705,0,109,2515,0,429,0,0,56,1,0,0,104,0,0,158,0,1854,232,245,0,2,0,0,1218,0,777,32,6,3,0,26,1,274,5,2,0,2,38,1,0,0,6383,72,272,178,1,49,0,47,86,3809,193,15,0,0,3,4,0,12,0,512,1
0,1747,132,50,0,2,19,78,0,0,203,21,2,0,287,6,0,0,0,214,0,20,197,7478,20,54,0,0,2719,409,72,0,36,0,0,72,44,51,0,0,112,0,13,0,2731,69,21,135,0,12,55,0,263,0,0,0,0,0,0,87,0,2,11,187,2397,0,190,3494,387,440,0,0,142,43,0,0,119,0,0,185,0,2077,242,512,0,53,24,0,1257,0,805,36,6,3,0,75,125,1006,5,4,0,4,39,1,0,0,6598,127,300,182,1,56,0,48,1225,3901,207,50,1,0,30,155,0,7,2,365,1
0,1616,53,32,0,2,18,75,0,0,275,21,1,0,230,5,1,0,0,115,0,20,141,100790,8,42,0,0,15771,15081,39,0,7,0,0,46,20,39,0,0,4134,0,13,0,2548,62,19,472,2,12,56,0,40137,0,0,0,0,0,0,83,0,1,13,30684,3258,0,393,3476,0,440,0,0,98,4335,0,6,22016,0,1,3494,0,1920,13812,529,0,39,0,0,1243,0,747,14082,6,3,0,205676,34,511,2,4,0,2,27,1,0,0,56485,14106,302,172,1,49,0,38,97,20807,190229,3236,0,0,15,72,0,2,0,195,1
0,1492,25,33,0,0,7,66,2,0,86,7,3,0,299,4,0,0,0,110,0,10,138,5850,0,28,0,0,2513,229,27,0,8,0,0,10,3,23,0,0,52,0,0,0,2900,50,22,82,3,12,31,0,51,0,0,0,0,0,0,22,0,1,8,179,1746,0,140,3245,0,292,0,0,60,8,0,1,10,0,0,8,0,1772,167,517,0,39,0,0,1292,0,653,5,2,0,0,12,73,266,3,6,0,4,19,0,0,0,554,14,148,148,28,9,0,22,59,4030,87,13,0,0,0,1,0,10,1,1410,1
7,1811,139,65,26,1,27,83,0,0,791,44,5,2,307,7,3,9,0,8116,0,25,317,11240,22,75,0,0,3033,459,89,0,67,0,0,243,32,77,0,2,211,7,13,1,2912,140,70,1681,295,67,55,20,318,0,0,0,0,0,13,356,0,17,18,365,6300,3,752,5066,403,440,1,1,405,216,93,23,194,0,62,265,0,2317,640,1006,2,660,24,2,1421,1,1251,87,10,4,0,369,212,1477,19,14,14,54,43,0,0,0,6868,204,307,327,2,66,0,85,928,6845,227,64,1,0,47,96,0,16,1,444,1
1,1761,64,96,24,2,20,93,0,1,520,33,3,1,249,7,5,8,0,2539,0,20,179,10775,18,62,0,0,3047,634,64,1,52,0,0,188,40,68,0,1,139,0,13,3,2842,106,71,685,101,81,75,15,523,0,0,0,0,0,0,288,2,9,15,246,5563,10,1647,7293,0,442,1,0,252,305,31,8,380,0,109,441,0,2239,522,2358,2,99,0,40,1266,0,1534,146,8,3,0,271,4734,393,53,10,3,12,44,1,0,0,6610,253,408,258,1,83,0,75,157,4098,361,70,0,0,7,12,0,0,0,498,1
0,1606,59,56,6,2,18,77,0,0,1240,35,4,0,192,5,5,4,1,3709,0,21,192,18918,10,79,0,0,2573,2252,95,0,55,0,0,126,31,76,0,2,1562,0,13,0,2343,131,55,972,158,1205,56,0,418,0,0,0,0,0,0,247,0,4,15,1626,11750,1,2148,9309,4,502,0,0,231,1487,0,8,5015,0,77,2171,0,2258,2761,2390,4,2471,0,10,1300,0,1123,579,6,3,0,705,602,1034,24,2,27,56,57,1,0,0,8435,629,339,241,1,61,0,76,98,6809,300,31,0,0,2,7,0,3,1,429,1
6,1723,71,64,19,1,26,95,0,0,879,56,5,4,282,5,5,3,0,9187,0,27,380,12240,18,95,0,0,3361,498,103,0,47,0,0,191,45,89,0,1,286,0,13,12,3346,149,54,2617,298,88,75,20,284,0,0,0,0,0,26,275,0,22,14,339,8071,9,805,5657,153,433,2,1,275,204,93,6,171,0,77,247,0,2532,473,929,2,1187,0,16,1473,2,1257,76,26,6,0,135,193,1183,11,10,10,40,46,0,0,0,6870,168,388,331,10,80,0,97,1845,6930,250,28,0,0,128,472,0,0,2,42342,1
1,1674,73,30,4,2,18,100,0,0,236,20,3,0,288,7,0,10,0,90,0,22,188,7430,6,51,0,0,2969,405,52,0,21,0,0,74,24,47,0,0,77,0,15,1,3233,78,28,151,3,12,59,0,280,0,0,0,0,0,0,124,0,2,15,188,2440,0,187,3002,16,429,0,0,230,49,31,2,262,0,32,211,0,2001,245,333,0,40,0,0,1246,1,776,44,8,3,0,29,38,500,6,8,3,14,34,1,0,0,6501,72,324,204,1,80,0,46,120,4004,223,13,0,0,6,13,0,2,0,4874,1
8,1837,76,139,42,1,37,154,0,0,3831,79,10,6,285,8,15,22,1,8278,0,25,331,19816,23,103,0,0,4101,1246,354,0,130,2,0,444,67,655,0,5,1637,3,14,9,3843,277,107,2613,495,2467,81,20,845,0,0,0,0,4,13,762,4,64,47,869,12124,10,2445,14939,20,516,2,1,1872,1120,155,18,748,0,176,880,0,3176,3625,3169,6,1030,2,94,1506,1,1911,188,12,3,0,1404,688,1362,30,16,16,60,57,0,0,0,8048,1020,497,1657,4,102,0,1218,981,12134,406,57,1,0,48,96,0,12,1,419,1
2,2022,129,64,2,2,23,127,0,0,1078,43,5,1,335,11,9,39,0,216,0,23,834,25059,16,79,0,0,4367,2574,268,0,648,0,0,314,45,86,0,7,10762,0,19,3,3777,290,484,735,1479,14,62,18,949,0,0,0,0,0,0,6592,0,5,42,2600,11564,0,3560,10478,54,413,7,0,725,319,62,50,3799,0,884,1709,0,3313,2338,2593,0,204,0,44,1380,0,1624,2202,10,3,0,92,3573,2966,151,30,6,22,51,1,0,0,9831,183,372,597,1,338,0,106,235,29896,344,19,0,0,5,8,0,2,0,1645,1
0,1598,53,30,0,2,18,78,0,0,177,18,2,0,229,6,0,0,0,600,0,20,145,5988,8,52,0,0,2503,285,40,0,8,0,0,35,18,50,0,0,78,0,13,0,2516,64,19,169,0,18,56,0,285,0,0,0,0,0,0,60,0,2,12,120,1670,0,125,2451,0,443,0,0,84,7,0,1,109,0,0,159,0,1907,983,255,2,35,0,0,1232,0,822,35,6,3,0,48,0,299,6,6,0,2,36,1,0,0,6397,90,304,180,1,50,0,48,112,3835,271,15,0,0,23,47,0,0,0,1218,1
1,1972,143,56,7,4,27,91,2,1,629,37,2,1,298,6,3,10,0,3340,0,23,265,9703,18,65,0,2,3025,651,86,0,84,1,1,173,54,68,0,2,118,0,14,0,2930,134,90,662,302,73,63,22,410,0,2,0,0,1,0,296,0,2,18,436,3554,1,541,6620,387,442,1,0,345,201,62,17,346,0,154,470,1,2637,516,751,2,155,24,0,1328,0,872,280,6,3,0,137,1474,1188,19,4,5,24,42,1,0,0,6750,163,324,392,2,73,1,75,1233,4916,233,55,0,0,15,52,0,4,0,498,1
